*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jul 24 17:14:08 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2456955.500000000, A.D. 2014-Oct-25 00:00:00.0000,  1.271383158968980E+08,  7.728128956674942E+07, -3.037103990357369E+03, -1.596565561276103E+01,  2.535139922421533E+01, -1.800081217385952E-03,  4.962885510653687E+02,  1.487835646011454E+08, -4.749028372174433E-01,
2456956.500000000, A.D. 2014-Oct-26 00:00:00.0000,  1.257397451769650E+08,  7.945982307331693E+07, -3.186635315440595E+03, -1.640783698745266E+01,  2.507624040578289E+01, -1.652341535137936E-03,  4.961517503850050E+02,  1.487425527889231E+08, -4.744009641594228E-01,
2456957.500000000, A.D. 2014-Oct-27 00:00:00.0000,  1.243031887071346E+08,  8.161422854732831E+07, -3.321165450014174E+03, -1.684491352252074E+01,  2.479291050661614E+01, -1.453916650595133E-03,  4.960151375295479E+02,  1.487015972851912E+08, -4.735806229510307E-01,
2456958.500000000, A.D. 2014-Oct-28 00:00:00.0000,  1.228290980154357E+08,  8.374380842053682E+07, -3.436647152867168E+03, -1.727664758404951E+01,  2.450160978575916E+01, -1.213069591656790E-03,  4.958788204623166E+02,  1.486607304565386E+08, -4.723299771329128E-01,
2456959.500000000, A.D. 2014-Oct-29 00:00:00.0000,  1.213179438008719E+08,  8.584788375605923E+07, -3.529892383433878E+03, -1.770283453668985E+01,  2.420256802211628E+01, -9.413610719448684E-04,  4.957429385991887E+02,  1.486199940987938E+08, -4.705439290229545E-01,
2456960.500000000, A.D. 2014-Oct-30 00:00:00.0000,  1.197702127251340E+08,  8.792579644042699E+07, -3.598836194034666E+03, -1.812331062674683E+01,  2.389603582823024E+01, -6.531171584320816E-04,  4.956076597266136E+02,  1.485794385130691E+08, -4.681319664998505E-01,
2456961.500000000, A.D. 2014-Oct-31 00:00:00.0000,  1.181864036256617E+08,  8.997691053517810E+07, -3.642743690270931E+03, -1.853795847500011E+01,  2.358227398721727E+01, -3.646525833591596E-04,  4.954731747233879E+02,  1.485391209233879E+08, -4.650255380567656E-01,
2456962.500000000, A.D. 2014-Nov-01 00:00:00.0000,  1.165670233604209E+08,  9.200061263637701E+07, -3.662340554371476E+03, -1.894671007672570E+01,  2.326154116398530E+01, -9.327841140560622E-05,  4.953396902223648E+02,  1.484991032767213E+08, -4.611849924414676E-01,
2456963.500000000, A.D. 2014-Nov-02 00:00:00.0000,  1.149125825174084E+08,  9.399631110089022E+07, -3.659847965873778E+03, -1.934954677773334E+01,  2.293407995392482E+01,  1.439237299329932E-04,  4.952074193366608E+02,  1.484594494627743E+08, -4.566060118164898E-01,
2456964.500000000, A.D. 2014-Nov-03 00:00:00.0000,  1.132235913030533E+08,  9.596343400302339E+07, -3.638900863021612E+03, -1.974649486922422E+01,  2.260010158002033E+01,  3.315728530690620E-04,  4.950765706944519E+02,  1.484202220267005E+08, -4.513246820199887E-01,
2456965.500000000, A.D. 2014-Nov-04 00:00:00.0000,  1.115005560647202E+08,  9.790142576344040E+07, -3.604331229902804E+03, -2.013761505175435E+01,  2.225977088730538E+01,  4.576123369748331E-04,  4.949473364294799E+02,  1.483814785687467E+08, -4.454192756404780E-01,
2456966.500000000, A.D. 2014-Nov-05 00:00:00.0000,  1.097439770236548E+08,  9.980974261173220E+07, -3.561813710771501E+03, -2.052298499724815E+01,  2.191319503626402E+01,  5.148117814748332E-04,  4.948198804218620E+02,  1.483432682189361E+08, -4.390063684060280E-01,
2456967.500000000, A.D. 2014-Nov-06 00:00:00.0000,  1.079543477594468E+08,  1.016878473844388E+08, -3.517401612818241E+03, -2.090267681000309E+01,  2.156042007941535E+01,  5.017287747515198E-04,  4.946943286598585E+02,  1.483056287475988E+08, -4.322299644087959E-01,
2456968.500000000, A.D. 2014-Nov-07 00:00:00.0000,  1.061321566979651E+08,  1.035352044756232E+08, -3.477017380945385E+03, -2.127673417874423E+01,  2.120143810342610E+01,  4.227555612974498E-04,  4.945707636286771E+02,  1.482685848831781E+08, -4.252448904368323E-01,
2456969.500000000, A.D. 2014-Nov-08 00:00:00.0000,  1.042778903658461E+08,  1.053512758414124E+08, -3.445983358278871E+03, -2.164515529160221E+01,  2.083620397105084E+01,  2.871564545579020E-04,  4.944492238511972E+02,  1.482321481745426E+08, -4.181984823146591E-01,
2456970.500000000, A.D. 2014-Nov-09 00:00:00.0000,  1.023920377045356E+08,  1.071355187048358E+08, -3.428670189574361E+03, -2.200788581626506E+01,  2.046465693021336E+01,  1.073828178439484E-04,  4.943297083390235E+02,  1.481963183253790E+08, -4.112156092540873E-01,
2456971.500000000, A.D. 2014-Nov-10 00:00:00.0000,  1.004750945272894E+08,  1.088873851126316E+08, -3.428303183168173E+03, -2.236482232369042E+01,  2.008674088801550E+01, -1.028037386801017E-04,  4.942121844205970E+02,  1.481610855410001E+08, -4.043905709560822E-01,
2456972.500000000, A.D. 2014-Nov-11 00:00:00.0000,  9.852756733733174E+07,  1.106063230072259E+08, -3.446920307219028E+03, -2.271582291248538E+01,  1.970241867537227E+01, -3.298960823281405E-04,  4.940965968095890E+02,  1.481264332469816E+08, -3.977864394102421E-01,
2456973.500000000, A.D. 2014-Nov-12 00:00:00.0000,  9.654997608628798E+07,  1.122917782041230E+08, -3.485441014386714E+03, -2.306072034479650E+01,  1.931167874442955E+01, -5.616198982654197E-04,  4.939828760057049E+02,  1.480923406076595E+08, -3.914398901966269E-01,
2456974.500000000, A.D. 2014-Nov-13 00:00:00.0000,  9.454285583634846E+07,  1.139431966561740E+08, -3.543792991980910E+03, -2.339933377261199E+01,  1.891453546045727E+01, -7.873114911047807E-04,  4.938709448659780E+02,  1.480587844961540E+08, -3.853685771073477E-01,
2456975.500000000, A.D. 2014-Nov-14 00:00:00.0000,  9.250675755362728E+07,  1.155600265534511E+08, -3.621050757333636E+03, -2.373147692025581E+01,  1.851102544555123E+01, -9.978467273983327E-04,  4.937607230031826E+02,  1.480257408129812E+08, -3.795784835141019E-01,
2456976.500000000, A.D. 2014-Nov-15 00:00:00.0000,  9.044224836997926E+07,  1.171417200277776E+08, -3.715556021414697E+03, -2.405696222750069E+01,  1.810120245716490E+01, -1.185323312872910E-03,  4.936521292737702E+02,  1.479931852319174E+08, -3.740696432245109E-01,
2456977.500000000, A.D. 2014-Nov-16 00:00:00.0000,  8.834991164540409E+07,  1.186877344224581E+08, -3.825006610043347E+03, -2.437560145554663E+01,  1.768513270552930E+01, -1.342677340692155E-03,  4.935450829476652E+02,  1.479610935506944E+08, -3.688395014929386E-01,
2456978.500000000, A.D. 2014-Nov-17 00:00:00.0000,  8.623034709788713E+07,  1.201975332241441E+08, -3.946514544561505E+03, -2.468720369379990E+01,  1.726289188380464E+01, -1.463372559446618E-03,  4.934395042759897E+02,  1.479294418612005E+08, -3.638837285648489E-01,
2456979.500000000, A.D. 2014-Nov-18 00:00:00.0000,  8.408417117833632E+07,  1.216705868427916E+08, -4.076644227258861E+03, -2.499157187536300E+01,  1.683456472892156E+01, -1.541265526373792E-03,  4.933353151844044E+02,  1.478982067573373E+08, -3.591945612757969E-01,
2456980.500000000, A.D. 2014-Nov-19 00:00:00.0000,  8.191201776611219E+07,  1.231063734818379E+08, -4.211449488297105E+03, -2.528849907016347E+01,  1.640024760401860E+01, -1.570725330207523E-03,  4.932324407730276E+02,  1.478673657846854E+08, -3.547569234442543E-01,
2456981.500000000, A.D. 2014-Nov-20 00:00:00.0000,  7.971453914076765E+07,  1.245043803675997E+08, -4.346533964313567E+03, -2.557776607476770E+01,  1.596005420389170E+01, -1.547059312883903E-03,  4.931308121955092E+02,  1.478368983036281E+08, -3.505428582575342E-01,
2456982.500000000, A.D. 2014-Nov-21 00:00:00.0000,  7.749240704337387E+07,  1.258641055895458E+08, -4.477161752514541E+03, -2.585914204809430E+01,  1.551412382166763E+01, -1.467244856450556E-03,  4.930303712693824E+02,  1.478067868715007E+08, -3.465053065467084E-01,
2456983.500000000, A.D. 2014-Nov-22 00:00:00.0000,  7.524631349032587E+07,  1.271850607130204E+08, -4.598441665351391E+03, -2.613238983735436E+01,  1.506263060365955E+01, -1.330876626222555E-03,  4.929310767791924E+02,  1.477770191322208E+08, -3.425729136103285E-01,
2456984.500000000, A.D. 2014-Nov-23 00:00:00.0000,  7.297697089008594E+07,  1.284667741409533E+08, -4.705595501013100E+03, -2.639727680464447E+01,  1.460579110833673E+01, -1.141119217960451E-03,  4.928329118713103E+02,  1.477475900331975E+08, -3.386480152031787E-01,
2456985.500000000, A.D. 2014-Nov-24 00:00:00.0000,  7.068511101157884E+07,  1.297087949378001E+08, -4.794297979615629E+03, -2.665359025552292E+01,  1.414386691696295E+01, -9.053584145144455E-04,  4.927358913295554E+02,  1.477185040065083E+08, -3.346097261190438E-01,
2456986.500000000, A.D. 2014-Nov-25 00:00:00.0000,  6.837148252172996E+07,  1.309106965678600E+08, -4.861048680327833E+03, -2.690115447899150E+01,  1.367715976237859E+01, -6.352483935199160E-04,  4.926400671240721E+02,  1.476897766324106E+08, -3.303227869677672E-01,
2456987.500000000, A.D. 2014-Nov-26 00:00:00.0000,  6.603684713592467E+07,  1.320720798666606E+08, -4.903515680164099E+03, -2.713984506905157E+01,  1.320599882257071E+01, -3.460039184135510E-04,  4.925455307183691E+02,  1.476614353309744E+08, -3.256508180327228E-01,
2456988.500000000, A.D. 2014-Nov-27 00:00:00.0000,  6.368197479394704E+07,  1.331925746534080E+08, -4.920788088396192E+03, -2.736959666342479E+01,  1.273072256709317E+01, -5.503716130217384E-05,  4.924524112780655E+02,  1.476335188250782E+08, -3.204709136314973E-01,
2456989.500000000, A.D. 2014-Nov-28 00:00:00.0000,  6.130763852062187E+07,  1.342718396866530E+08, -4.913493327364326E+03, -2.759040246882109E+01,  1.225165929310272E+01,  2.197472311706861E-04,  4.923608698990190E+02,  1.476060754100451E+08, -3.146861648388554E-01,
2456990.500000000, A.D. 2014-Nov-29 00:00:00.0000,  5.891460965202984E+07,  1.353095610277144E+08, -4.883765873245895E+03, -2.780230663423422E+01,  1.176911026567638E+01,  4.616291409078599E-04,  4.922710908118006E+02,  1.475791603168109E+08, -3.082339078454467E-01,
2456991.500000000, A.D. 2014-Nov-30 00:00:00.0000,  5.650365393572051E+07,  1.363054491450502E+08, -4.835082345999777E+03, -2.800539213095195E+01,  1.128333761305937E+01,  6.564603954224424E-04,  4.921832708863214E+02,  1.475528325654901E+08, -3.010893555871545E-01,
2456992.500000000, A.D. 2014-Dec-01 00:00:00.0000,  5.407552877547756E+07,  1.372592351912864E+08, -4.771993114426732E+03, -2.819976673534914E+01,  1.079455719791389E+01,  7.936697790604796E-04,  4.920976086458939E+02,  1.475271516718746E+08, -2.932655829245972E-01,
2456993.500000000, A.D. 2014-Dec-02 00:00:00.0000,  5.163098170983587E+07,  1.381706668532642E+08, -4.699783023729920E+03, -2.838554864348473E+01,  1.030293572530784E+01,  8.669061148429691E-04,  4.920142936651397E+02,  1.475021744690061E+08, -2.848110365071944E-01,
2456994.500000000, A.D. 2014-Dec-03 00:00:00.0000,  4.917075012693619E+07,  1.390395041123768E+08, -4.624090847991407E+03, -2.856285229382465E+01,  9.808591514755653E+00,  8.743528859609384E-04,  4.919334969647250E+02,  1.474779522275905E+08, -2.758051371642446E-01,
2456995.500000000, A.D. 2014-Dec-04 00:00:00.0000,  4.669556218086338E+07,  1.398655152299224E+08, -4.550516115777194E+03, -2.873177484244677E+01,  9.311598986744556E+00,  8.186988396130523E-04,  4.918553629540970E+02,  1.474545282404909E+08, -2.663518918051532E-01,
2456996.500000000, A.D. 2014-Dec-05 00:00:00.0000,  4.420613881336261E+07,  1.406484732913125E+08, -4.484245157547295E+03, -2.889238434199472E+01,  8.811997131101776E+00,  7.067145995853785E-04,  4.917800035253202E+02,  1.474319360521044E+08, -2.565713638194722E-01,
2456997.500000000, A.D. 2014-Dec-06 00:00:00.0000,  4.170319666300679E+07,  1.413881536450371E+08, -4.429731548734009E+03, -2.904471132894336E+01,  8.309801598508008E+00,  5.484219640341514E-04,  4.917074948662717E+02,  1.474101985029820E+08, -2.465894910940508E-01,
2456998.500000000, A.D. 2014-Dec-07 00:00:00.0000,  3.918745149245346E+07,  1.420843324914893E+08, -4.390463089711964E+03, -2.918874545623779E+01,  7.805018867831452E+00,  3.559468658025366E-04,  4.916378772869542E+02,  1.473893276777584E+08, -2.365276569519937E-01,
2456999.500000000, A.D. 2014-Dec-08 00:00:00.0000,  3.665962166184419E+07,  1.427367866968999E+08, -4.368834585554898E+03, -2.932443776574941E+01,  7.297659983365401E+00,  1.422574471332538E-04,  4.915711578567881E+02,  1.473693256957925E+08, -2.264939326447086E-01,
2457000.500000000, A.D. 2014-Dec-09 00:00:00.0000,  3.412043119108967E+07,  1.433452946819311E+08, -4.366125731371343E+03, -2.945170765082970E+01,  6.787751327906488E+00, -7.996777142604827E-05,  4.915073151218543E+02,  1.473501861253613E+08, -2.165776000954598E-01,
2457001.500000000, A.D. 2014-Dec-10 00:00:00.0000,  3.157061209334742E+07,  1.439096380518615E+08, -4.382563852116466E+03, -2.957045234669856E+01,  6.275340873066831E+00, -2.991486949261990E-04,  4.914463048392452E+02,  1.473318957027746E+08, -2.068475757467822E-01,
2457002.500000000, A.D. 2014-Dec-11 00:00:00.0000,  2.901090586977407E+07,  1.444296035617099E+08, -4.417439301945269E+03, -2.968055646467872E+01,  5.760499774717551E+00, -5.052113601249353E-04,  4.913880656516674E+02,  1.473144360335787E+08, -1.973542412446651E-01,
2457003.500000000, A.D. 2014-Dec-12 00:00:00.0000,  2.644206425218138E+07,  1.449049850529958E+08, -4.469239807747304E+03, -2.978189961488097E+01,  5.243320363525096E+00, -6.896329678949265E-04,  4.913325238862631E+02,  1.472977850312065E+08, -1.881334547971644E-01,
2457004.500000000, A.D. 2014-Dec-13 00:00:00.0000,  2.386484941014475E+07,  1.453355851187996E+08, -4.535776940703392E+03, -2.987436108781012E+01,  4.723912149040752E+00, -8.452367268185768E-04,  4.912795970540267E+02,  1.472819179660762E+08, -1.792113307928756E-01,
2457005.500000000, A.D. 2014-Dec-14 00:00:00.0000,  2.128003388919020E+07,  1.457212163972138E+08, -4.614288971662521E+03, -2.995782142790013E+01,  4.202397466469023E+00, -9.658730273451877E-04,  4.912291960105638E+02,  1.472668081133707E+08, -1.706085743192609E-01,
2457006.500000000, A.D. 2014-Dec-15 00:00:00.0000,  1.868840053368914E+07,  1.460617025232940E+08, -4.701515960775316E+03, -3.003216131796250E+01,  3.678908124470861E+00, -1.046115546811333E-03,  4.911812260429191E+02,  1.472524270788603E+08, -1.623434742051826E-01,
2457007.500000000, A.D. 2014-Dec-16 00:00:00.0000,  1.609074259557058E+07,  1.463568788736342E+08, -4.793753305174410E+03, -3.009725854483212E+01,  3.153584111883264E+00, -1.081083764253199E-03,  4.911355873672101E+02,  1.472387449480897E+08, -1.544329043424165E-01,
2457008.500000000, A.D. 2014-Dec-17 00:00:00.0000,  1.348786415113879E+07,  1.466065933184968E+08, -4.886898972541094E+03, -3.015298410623284E+01,  2.626575184503413E+00, -1.066489630448419E-03,  4.910921756875582E+02,  1.472257304539409E+08, -1.468908199868405E-01,
2457009.500000000, A.D. 2014-Dec-18 00:00:00.0000,  1.088058084080421E+07,  1.468107072568473E+08, -4.976517546005547E+03, -3.019919891285294E+01,  2.098045887783366E+00, -9.989922341194779E-04,  4.910508835973513E+02,  1.472133513967218E+08, -1.397238721173675E-01,
2457010.500000000, A.D. 2014-Dec-19 00:00:00.0000,  8.269720798658863E+06,  1.469690972374246E+08, -5.057950220793486E+03, -3.023575306694237E+01,  1.568184031068964E+00, -8.769100116757800E-04,  4.910116036693502E+02,  1.472015755705563E+08, -1.329241221858387E-01,
2457011.500000000, A.D. 2014-Dec-20 00:00:00.0000,  5.656125447167747E+06,  1.470816574273855E+08, -5.126500956833363E+03, -3.026249011467319E+01,  1.037211522270571E+00, -7.012544918666985E-04,  4.909742339793378E+02,  1.471903724193328E+08, -1.264596775794397E-01,
2457012.500000000, A.D. 2014-Dec-21 00:00:00.0000,  3.040649630048667E+06,  1.471483030240970E+08, -5.177719589494169E+03, -3.027925836980015E+01,  5.053947267502908E-01, -4.768922542272847E-04,  4.909386863816249E+02,  1.471797155176384E+08, -1.202654647767181E-01,
2457013.500000000, A.D. 2014-Dec-22 00:00:00.0000,  4.241604392893680E+05,  1.471689743788165E+08, -5.207777425944805E+03, -3.028592962643806E+01, -2.695029219096440E-02, -2.134435895997221E-04,  4.909048969901642E+02,  1.471695857129181E+08, -1.142378629564089E-01,
2457014.500000000, A.D. 2014-Dec-23 00:00:00.0000, -2.192465796071054E+06,  1.471436411648455E+08, -5.213890667013824E+03, -3.028242213757888E+01, -5.594627265472747E-01,  7.459357873859651E-05,  4.908728371384989E+02,  1.471599744111842E+08, -1.082373680343876E-01,
2457015.500000000, A.D. 2014-Dec-24 00:00:00.0000, -4.808348453925401E+06,  1.470723055682162E+08, -5.194705988377333E+03, -3.026872101329580E+01, -1.091754739307329E+00,  3.688799993850078E-04,  4.908425221012642E+02,  1.471508861916573E+08, -1.021015302281646E-01,
2457016.500000000, A.D. 2014-Dec-25 00:00:00.0000, -7.422608919265319E+06,  1.469550034739591E+08, -5.150546038970351E+03, -3.024488801732186E+01, -1.623439184814067E+00,  6.493875244808489E-04,  4.908140147916119E+02,  1.471423399152257E+08, -9.566613414853314E-02,
2457017.500000000, A.D. 2014-Dec-26 00:00:00.0000, -1.003437708412341E+07,  1.467918031002146E+08, -5.083439868293703E+03, -3.021105612617117E+01, -2.154159372827362E+00,  8.970945902808669E-04,  4.907874228908574E+02,  1.471343678639356E+08, -8.878832303371187E-02,
2457018.500000000, A.D. 2014-Dec-27 00:00:00.0000, -1.264279676193660E+07,  1.465828013104945E+08, -4.996927121460438E+03, -3.016741069160371E+01, -2.683611714869810E+00,  1.096392080545683E-03,  4.907628899397477E+02,  1.471270130702204E+08, -8.136429752934318E-02,
2457019.500000000, A.D. 2014-Dec-28 00:00:00.0000, -1.524702914058367E+07,  1.463281184904738E+08, -4.895691192790866E+03, -3.011416426866874E+01, -3.211555908082571E+00,  1.236568755499601E-03,  4.907405826896089E+02,  1.471203255248701E+08, -7.333724502945596E-02,
2457020.500000000, A.D. 2014-Dec-29 00:00:00.0000, -1.784625407599954E+07,  1.460278930843490E+08, -4.785110910177231E+03, -3.005153292074101E+01, -3.737813140182299E+00,  1.312228174546348E-03,  4.907206775813021E+02,  1.471143581235240E+08, -6.469587419993890E-02,
2457021.500000000, A.D. 2014-Dec-30 00:00:00.0000, -2.043966958710798E+07,  1.456822766518898E+08, -4.670813798464835E+03, -2.997971871337546E+01, -4.262256701193833E+00,  1.322899338237482E-03,  4.907033485889408E+02,  1.471091630223094E+08, -5.546711775280867E-02,
2457022.500000000, A.D. 2014-Dec-31 00:00:00.0000, -2.302649014495611E+07,  1.452914298843286E+08, -4.558283289223909E+03, -2.989889917126376E+01, -4.784799882219763E+00,  1.272241203365443E-03,  4.906887575170732E+02,  1.471047887290094E+08, -4.570697761278916E-02,
2457023.500000000, A.D. 2015-Jan-01 00:00:00.0000, -2.560594429645830E+07,  1.448555196618039E+08, -4.452540457293391E+03, -2.980922205522426E+01, -5.305384303317443E+00,  1.167150787311888E-03,  4.906770468767337E+02,  1.471012779673572E+08, -3.549205054317429E-02,
2457024.500000000, A.D. 2015-Jan-02 00:00:00.0000, -2.817727198952908E+07,  1.443747170563262E+08, -4.357901277281344E+03, -2.971080336459479E+01, -5.823969738748774E+00,  1.016918010599444E-03,  4.906683349930301E+02,  1.470986662103279E+08, -2.491253164216872E-02,
2457025.500000000, A.D. 2015-Jan-03 00:00:00.0000, -3.073972181211205E+07,  1.438491961539631E+08, -4.277803968802094E+03, -2.960372719784131E+01, -6.340525248010096E+00,  8.324452775521074E-04,  4.906627129451820E+02,  1.470969807627845E+08, -1.406640032426668E-02,
2457026.500000000, A.D. 2015-Jan-04 00:00:00.0000, -3.329254828128595E+07,  1.432791336039460E+08, -4.214701931126416E+03, -2.948804704153164E+01, -6.855021162392078E+00,  6.255054825698991E-04,  4.906602430807965E+02,  1.470962403160695E+08, -3.054230132475717E-03,
2457027.500000000, A.D. 2015-Jan-05 00:00:00.0000, -3.583500930869177E+07,  1.426647088278856E+08, -4.170019528388977E+03, -2.936378859475564E+01, -7.367421850453407E+00,  4.080314392798101E-04,  4.906609589729888E+02,  1.470964549351495E+08,  8.025637486707005E-03,
2457028.500000000, A.D. 2015-Jan-06 00:00:00.0000, -3.836636398043298E+07,  1.420061048066846E+08, -4.144166771084070E+03, -2.923095421046857E+01, -7.877679680116479E+00,  1.914722643241440E-04,  4.906648666963817E+02,  1.470976264411506E+08,  1.908135243586919E-02,
2457029.500000000, A.D. 2015-Jan-07 00:00:00.0000, -4.088587078052293E+07,  1.413035093142408E+08, -4.136604452259839E+03, -2.908952862436003E+01, -8.385730817624641E+00, -1.371971679997586E-05,  4.906719471902662E+02,  1.470997491198161E+08,  3.003074981536987E-02,
2457030.500000000, A.D. 2015-Jan-08 00:00:00.0000, -4.339278633768669E+07,  1.405571164168483E+08, -4.145945797905326E+03, -2.893948517958610E+01, -8.891493320309547E+00, -1.984137989921031E-04,  4.906821593288153E+02,  1.471028106419332E+08,  4.080300148224099E-02,
2457031.500000000, A.D. 2015-Jan-09 00:00:00.0000, -4.588636469468091E+07,  1.397671280368557E+08, -4.170077095016837E+03, -2.878079152584752E+01, -9.394867508488513E+00, -3.549156714295343E-04,  4.906954432178975E+02,  1.471067930516929E+08,  5.133853802239823E-02,
2457032.500000000, A.D. 2015-Jan-10 00:00:00.0000, -4.836585701316377E+07,  1.389337554033124E+08, -4.206279922030866E+03, -2.861341387314080E+01, -9.895738083678873E+00, -4.768977754325832E-04,  4.907117232398179E+02,  1.471116736794808E+08,  6.158744152028298E-02,
2457033.500000000, A.D. 2015-Jan-11 00:00:00.0000, -5.083051156155416E+07,  1.380572202757007E+08, -4.251341643430293E+03, -2.843731922969725E+01, -1.039397709446552E+01, -5.592106333711655E-04,  4.907309104743867E+02,  1.471174258676943E+08,  7.150683155899835E-02,
2457034.500000000, A.D. 2015-Jan-12 00:00:00.0000, -5.327957380285233E+07,  1.371377559124801E+08, -4.301647599309683E+03, -2.825247549224128E+01, -1.088944669992374E+01, -5.976635859283874E-04,  4.907529043055351E+02,  1.471240194523951E+08,  8.105795478785253E-02,
2457035.500000000, A.D. 2015-Jan-13 00:00:00.0000, -5.571228640639598E+07,  1.361756078473821E+08, -4.353256511352956E+03, -2.805884967568431E+01, -1.138200068833223E+01, -5.888719285671584E-04,  4.907775932414841E+02,  1.471314210091887E+08,  9.020377554468237E-02,
2457036.500000000, A.D. 2015-Jan-14 00:00:00.0000, -5.812788904943363E+07,  1.351710346231230E+08, -4.401969080790877E+03, -2.785640496702234E+01, -1.187148379449520E+01, -5.302683461270163E-04,  4.908048552152820E+02,  1.471395939433236E+08,  9.890792933302550E-02,
2457037.500000000, A.D. 2015-Jan-15 00:00:00.0000, -6.052561795263482E+07,  1.341243087089165E+08, -4.443408076606691E+03, -2.764509774919349E+01, -1.235772801459213E+01, -4.203721710140940E-04,  4.908345578927146E+02,  1.471484985820002E+08,  1.071359849455028E-01,
2457038.500000000, A.D. 2015-Jan-16 00:00:00.0000, -6.290470521776281E+07,  1.330357178840443E+08, -4.473135620355606E+03, -2.742487634795737E+01, -1.284054548150208E+01, -2.593900636069790E-04,  4.908665597950584E+02,  1.471580925109645E+08,  1.148599918589706E-01,
2457039.500000000, A.D. 2015-Jan-17 00:00:00.0000, -6.526437821696257E+07,  1.319055673749100E+08, -4.486837466754019E+03, -2.719568393300028E+01, -1.331971833220436E+01, -5.015911615746660E-05,  4.909007132975867E+02,  1.471683314734368E+08,  1.220670115241112E-01,
2457040.500000000, A.D. 2015-Jan-18 00:00:00.0000, -6.760385951163286E+07,  1.307341829293006E+08, -4.480599596828222E+03, -2.695746830418579E+01, -1.379498768676216E+01,  2.006980265552016E-04,  4.909368706429598E+02,  1.471791711728810E+08,  1.287713147626657E-01,
2457041.500000000, A.D. 2015-Jan-19 00:00:00.0000, -6.992236798446086E+07,  1.295219147273042E+08, -4.451281752496958E+03, -2.671020027520257E+01, -1.426604626257405E+01,  4.817661940137441E-04,  4.909748937408244E+02,  1.471905702108506E+08,  1.350278274723788E-01,
2457042.500000000, A.D. 2015-Jan-20 00:00:00.0000, -7.221912189040582E+07,  1.282691415434417E+08, -4.396950741134584E+03, -2.645389902721486E+01, -1.473254106671756E+01,  7.765723431605309E-04,  4.910146674289816E+02,  1.472024940625869E+08,  1.409416305010722E-01,
2457043.500000000, A.D. 2015-Jan-21 00:00:00.0000, -7.449334416849671E+07,  1.269762740309490E+08, -4.317281778402627E+03, -2.618865747013322E+01, -1.519409159090527E+01,  1.064672123183286E-03,  4.910561140845257E+02,  1.472149194573284E+08,  1.466667387957873E-01,
